,location,size,total_sqft,bath,price,bhk,price_per_sqft
1549,Chandapura,1 BHK,645.0,1.0,16.45,1,2550.3875968992247
1550,Chandapura,2 BHK,778.0,2.0,25.29,2,3250.642673521851
1552,Chandapura,2 BHK,950.0,2.0,25.65,2,2700.0
1553,Chandapura,2 Bedroom,1200.0,2.0,36.0,2,3000.0
1554,Chandapura,1 BHK,645.0,1.0,16.45,1,2550.3875968992247
1555,Chandapura,2 BHK,922.0,2.0,36.0,2,3904.5553145336225
1557,Chandapura,2 BHK,674.0,1.0,19.9,2,2952.522255192878
1562,Chandapura,2 BHK,985.0,2.0,25.12,2,2550.253807106599
1564,Chandapura,2 BHK,1025.0,2.0,27.68,2,2700.487804878049
1566,Chandapura,2 BHK,1015.0,2.0,25.88,2,2549.753694581281
1567,Chandapura,3 BHK,1345.0,2.0,39.5,3,2936.8029739776953
1568,Chandapura,3 BHK,1033.0,2.0,30.47,3,2949.6611810261375
1569,Chandapura,3 BHK,971.0,2.0,38.0,3,3913.491246138002
1570,Chandapura,2 BHK,1015.0,2.0,25.88,2,2549.753694581281
1571,Chandapura,2 BHK,800.0,1.0,30.0,2,3750.0
1573,Chandapura,2 BHK,900.0,2.0,35.0,2,3888.8888888888887
1574,Chandapura,2 BHK,975.0,2.0,24.86,2,2549.74358974359
1575,Chandapura,1 BHK,520.0,1.0,14.04,1,2700.0
1578,Chandapura,3 BHK,1323.0,2.0,42.0,3,3174.6031746031745
1579,Chandapura,1 BHK,410.0,1.0,10.0,1,2439.0243902439024
1580,Chandapura,2 BHK,985.0,2.0,25.12,2,2550.253807106599
1581,Chandapura,1 BHK,645.0,1.0,16.45,1,2550.3875968992247
1582,Chandapura,1 BHK,645.0,1.0,16.45,1,2550.3875968992247
1583,Chandapura,2 Bedroom,1200.0,2.0,36.0,2,3000.0
1584,Chandapura,2 BHK,740.0,1.0,22.0,2,2972.972972972973
1585,Chandapura,2 BHK,876.0,2.0,28.47,2,3250.0
1587,Chandapura,1 BHK,520.0,1.0,14.04,1,2700.0
1589,Channasandra,2 BHK,1009.0,2.0,38.34,2,3799.8017839445
1590,Channasandra,2 BHK,1065.0,2.0,35.0,2,3286.3849765258215
1591,Channasandra,3 BHK,1470.0,2.0,90.0,3,6122.448979591837
1592,Channasandra,2 BHK,1115.0,2.0,33.45,2,3000.0000000000005
1593,Channasandra,2 BHK,1030.0,2.0,34.5,2,3349.5145631067962
1594,Channasandra,6 Bedroom,4200.0,6.0,180.0,6,4285.714285714285
1595,Channasandra,2 BHK,1115.0,2.0,40.0,2,3587.4439461883408
1596,Channasandra,3 Bedroom,1200.0,3.0,67.77,3,5647.5
1597,Channasandra,2 BHK,1104.0,2.0,35.5,2,3215.5797101449275
1598,Channasandra,2 BHK,1160.0,2.0,55.0,2,4741.379310344828
1599,Channasandra,2 BHK,1050.0,2.0,41.0,2,3904.7619047619046
1600,Channasandra,2 BHK,1065.0,2.0,40.47,2,3800.0
1602,Channasandra,2 BHK,1070.0,2.0,38.0,2,3551.4018691588785
1603,Channasandra,2 BHK,1050.0,2.0,35.0,2,3333.3333333333335
1604,Channasandra,2 BHK,1093.0,2.0,34.0,2,3110.704483074108
1605,Channasandra,2 BHK,808.0,2.0,40.0,2,4950.495049504951
1606,Channasandra,2 BHK,1010.0,2.0,36.0,2,3564.3564356435645
1607,Channasandra,2 BHK,1123.0,2.0,36.0,2,3205.699020480855
1608,Channasandra,2 BHK,1000.0,2.0,35.0,2,3500.0
1609,Channasandra,4 Bedroom,1500.0,4.0,89.45,4,5963.333333333333
1610,Channasandra,3 BHK,1330.0,2.0,51.83,3,3896.9924812030076
1611,Channasandra,2 BHK,1093.0,2.0,37.0,2,3385.1784080512352
1612,Channasandra,2 BHK,1115.0,2.0,35.8,2,3210.7623318385645
1613,Channasandra,3 Bedroom,1500.0,3.0,61.95,3,4130.0
1615,Channasandra,2 BHK,830.0,2.0,36.28,2,4371.084337349397
1616,Channasandra,3 Bedroom,1200.0,3.0,67.77,3,5647.5
1617,Channasandra,3 BHK,1195.0,2.0,56.0,3,4686.192468619247
1618,Channasandra,2 BHK,1175.0,2.0,38.0,2,3234.0425531914893
1619,Channasandra,2 Bedroom,1200.0,2.0,46.13,2,3844.1666666666665
1620,Channasandra,2 BHK,1065.0,2.0,36.0,2,3380.281690140845
1621,Channasandra,2 BHK,1050.0,2.0,44.41,2,4229.523809523809
1622,Channasandra,2 BHK,1010.0,2.0,32.0,2,3168.3168316831684
1623,Chikka Tirupathi,4 Bedroom,2600.0,5.0,120.0,4,4615.384615384615
1624,Chikka Tirupathi,4 Bedroom,2325.0,4.0,120.0,4,5161.290322580645
1625,Chikka Tirupathi,3 Bedroom,1808.0,4.0,80.27,3,4439.712389380531
1626,Chikka Tirupathi,3 Bedroom,3297.0,3.0,135.0,3,4094.631483166515
1627,Chikka Tirupathi,4 Bedroom,3500.0,5.0,150.0,4,4285.714285714285
1628,Chikka Tirupathi,3 Bedroom,2646.0,3.0,99.0,3,3741.496598639456
1629,Chikka Tirupathi,4 Bedroom,2704.0,5.0,105.0,4,3883.1360946745563
1630,Chikka Tirupathi,3 Bedroom,2325.0,3.0,95.0,3,4086.021505376344
1631,Chikka Tirupathi,4 Bedroom,2325.0,4.0,120.0,4,5161.290322580645
1632,Chikka Tirupathi,4 Bedroom,3250.0,4.0,136.0,4,4184.615384615385
1633,Chikka Tirupathi,4 Bedroom,2665.0,5.0,125.0,4,4690.431519699812
1634,Chikkabanavar,2 BHK,950.0,2.0,40.0,2,4210.526315789473
1635,Chikkabanavar,3 Bedroom,1600.0,2.0,80.0,3,5000.0
1636,Chikkabanavar,2 BHK,600.0,1.0,25.0,2,4166.666666666667
1638,Chikkabanavar,5 Bedroom,2400.0,4.0,97.0,5,4041.6666666666665
1639,Chikkabanavar,5 Bedroom,2000.0,4.0,65.0,5,3250.0
1640,Chikkabanavar,2 BHK,1067.0,2.0,38.0,2,3561.3870665417057
1641,Chikkabanavar,3 BHK,1320.0,2.0,46.0,3,3484.848484848485
1642,Chikkabanavar,8 Bedroom,4000.0,7.0,110.0,8,2750.0
1644,Chikkalasandra,2 BHK,1100.0,2.0,50.0,2,4545.454545454545
1645,Chikkalasandra,2 BHK,1208.0,2.0,49.0,2,4056.291390728477
1646,Chikkalasandra,2 BHK,875.0,2.0,52.8,2,6034.285714285715
1648,Chikkalasandra,2 Bedroom,1800.0,1.0,128.0,2,7111.111111111111
1649,Chikkalasandra,2 BHK,1070.0,2.0,50.0,2,4672.897196261682
1650,Chikkalasandra,2 BHK,1230.0,2.0,48.0,2,3902.439024390244
1651,Chikkalasandra,3 BHK,1428.0,2.0,80.0,3,5602.240896358543
1652,Chikkalasandra,2 BHK,1070.0,2.0,42.8,2,4000.0
1656,Chikkalasandra,2 BHK,1075.0,2.0,46.76,2,4349.767441860465
1659,Chikkalasandra,2 BHK,1070.0,2.0,45.48,2,4250.467289719626
1660,Chikkalasandra,2 BHK,1100.0,2.0,50.0,2,4545.454545454545
1663,Chikkalasandra,2 BHK,1224.0,2.0,45.0,2,3676.470588235294
1664,Chikkalasandra,2 BHK,1090.0,2.0,47.42,2,4350.45871559633
1667,Chikkalasandra,2 BHK,1325.0,2.0,59.0,2,4452.830188679245
1668,Chikkalasandra,2 BHK,1290.0,2.0,72.0,2,5581.395348837209
1671,Choodasandra,2 BHK,1115.0,2.0,50.0,2,4484.304932735426
1672,Choodasandra,2 BHK,1300.0,2.0,57.0,2,4384.615384615385
1673,Choodasandra,3 BHK,1530.0,3.0,77.0,3,5032.679738562091
1676,Choodasandra,2 BHK,1197.0,2.0,63.0,2,5263.1578947368425
1677,Choodasandra,3 BHK,1465.0,3.0,75.0,3,5119.453924914676
1678,Choodasandra,2 BHK,1115.0,2.0,50.0,2,4484.304932735426
1679,Choodasandra,2 BHK,1215.0,2.0,59.0,2,4855.9670781893
1680,Choodasandra,3 BHK,1254.0,2.0,65.0,3,5183.413078149921
1681,Choodasandra,3 BHK,1580.0,3.0,105.0,3,6645.569620253164
1682,Choodasandra,2 BHK,725.0,2.0,36.0,2,4965.517241379311
1683,Choodasandra,4 Bedroom,2429.0,3.0,210.0,4,8645.533141210375
1685,Choodasandra,2 BHK,1075.0,2.0,45.0,2,4186.046511627907
1686,Choodasandra,2 BHK,1180.0,2.0,71.22,2,6035.593220338983
1687,Choodasandra,2 BHK,1140.0,2.0,62.0,2,5438.596491228071
1689,Choodasandra,3 BHK,1560.0,3.0,78.0,3,5000.0
1690,Choodasandra,2 BHK,1065.0,2.0,46.0,2,4319.24882629108
1691,Choodasandra,2 BHK,1115.0,2.0,50.0,2,4484.304932735426
1693,Choodasandra,2 BHK,1115.0,2.0,50.0,2,4484.304932735426
1694,Cooke Town,4 BHK,3950.0,4.0,450.0,4,11392.405063291139
1695,Cooke Town,3 BHK,2388.0,4.0,239.0,3,10008.375209380234
1696,Cooke Town,2 BHK,1710.0,2.0,200.0,2,11695.906432748538
1697,Cooke Town,2 BHK,1310.0,2.0,111.0,2,8473.282442748092
1698,Cooke Town,4 BHK,3900.0,5.0,415.0,4,10641.02564102564
1699,Cooke Town,3 BHK,2560.0,4.0,310.0,3,12109.375
1700,Cooke Town,3 Bedroom,2600.0,3.0,375.0,3,14423.076923076924
1701,Cooke Town,2 BHK,1100.0,2.0,90.0,2,8181.818181818182
1702,Cooke Town,3 BHK,2300.0,3.0,250.0,3,10869.565217391304
1703,Cox Town,3 BHK,1975.0,3.0,150.0,3,7594.93670886076
1704,Cox Town,3 BHK,1650.0,3.0,100.0,3,6060.606060606061
1705,Cox Town,3 BHK,1730.0,3.0,140.0,3,8092.485549132948
1706,Cox Town,3 BHK,1600.0,3.0,150.0,3,9375.0
1707,Cox Town,2 BHK,1250.0,2.0,95.0,2,7600.0
1708,Cox Town,2 BHK,1280.0,2.0,120.0,2,9375.0
1709,Cox Town,2 BHK,1073.0,2.0,72.0,2,6710.158434296365
1710,Cox Town,2 BHK,1000.0,2.0,58.0,2,5800.0
1711,Cox Town,2 BHK,1200.0,2.0,140.0,2,11666.666666666666
1712,Cunningham Road,4 BHK,5270.0,4.0,1250.0,4,23719.165085388995
1713,Cunningham Road,3 BHK,3875.0,3.0,864.0,3,22296.774193548386
1714,Cunningham Road,3 BHK,3875.0,3.0,800.0,3,20645.16129032258
1715,Cunningham Road,3 BHK,3815.0,3.0,763.0,3,20000.0
1716,Cunningham Road,3 BHK,2880.0,3.0,501.0,3,17395.833333333332
1717,Cunningham Road,3 BHK,3489.0,3.0,662.0,3,18973.91802808828
1718,Cunningham Road,3 BHK,4170.0,3.0,800.0,3,19184.65227817746
1720,Cunningham Road,3 BHK,2700.0,3.0,501.0,3,18555.555555555555
1722,Cunningham Road,3 BHK,2880.0,3.0,560.0,3,19444.444444444445
1723,Dasanapura,2 BHK,708.0,2.0,37.0,2,5225.988700564972
1724,Dasanapura,2 BHK,708.0,1.0,40.0,2,5649.717514124294
1725,Dasanapura,2 BHK,965.0,2.0,42.5,2,4404.145077720207
1727,Dasanapura,2 BHK,814.0,2.0,42.0,2,5159.7051597051595
1728,Dasanapura,2 BHK,1163.0,2.0,65.0,2,5588.993981083405
1729,Dasanapura,3 BHK,1286.0,2.0,68.0,3,5287.713841368584
1730,Dasanapura,2 BHK,708.0,2.0,31.15,2,4399.717514124294
1731,Dasanapura,1 BHK,708.0,1.0,41.0,1,5790.960451977401
1732,Dasanapura,2 BHK,814.0,2.0,43.7,2,5368.550368550368
1733,Dasarahalli,2 BHK,1295.0,2.0,65.0,2,5019.305019305019
1735,Dasarahalli,2 BHK,1150.0,2.0,70.0,2,6086.95652173913
1736,Dasarahalli,3 BHK,2100.0,3.0,120.0,3,5714.285714285715
1737,Dasarahalli,2 BHK,1220.0,2.0,52.0,2,4262.295081967213
1738,Dasarahalli,2 BHK,1375.0,2.0,60.0,2,4363.636363636364
1739,Dasarahalli,2 BHK,1333.0,2.0,78.56,2,5893.473368342085
1740,Dasarahalli,2 BHK,1220.0,2.0,62.0,2,5081.9672131147545
1741,Devanahalli,2 BHK,1260.0,2.0,66.78,2,5300.0
1742,Devanahalli,3 BHK,1282.0,2.0,68.52,3,5344.773790951638
1743,Devanahalli,2 BHK,1360.0,2.0,65.0,2,4779.411764705882
1744,Devanahalli,2 BHK,1408.0,2.0,85.0,2,6036.931818181818
1745,Devanahalli,2 BHK,1010.0,2.0,51.0,2,5049.504950495049
1746,Devanahalli,2 BHK,1080.0,2.0,53.35,2,4939.814814814815
1747,Devanahalli,5 Bedroom,2400.0,5.0,100.0,5,4166.666666666667
1750,Devanahalli,2 BHK,1174.0,2.0,59.0,2,5025.553662691653
1751,Devanahalli,1 BHK,658.0,1.0,34.0,1,5167.173252279636
1752,Devanahalli,1 BHK,658.0,1.0,26.91,1,4089.665653495441
1753,Devanahalli,1 BHK,698.5,1.0,28.57,1,4090.1932712956336
1754,Devanahalli,2 BHK,1080.0,2.0,52.0,2,4814.814814814815
1755,Devanahalli,3 BHK,1700.0,3.0,88.2,3,5188.235294117647
1756,Devanahalli,3 BHK,1498.0,3.0,79.15,3,5283.711615487317
1757,Devanahalli,3 BHK,1466.0,3.0,77.59,3,5292.633015006822
1758,Devanahalli,1 BHK,775.0,1.0,39.0,1,5032.258064516129
1759,Devanahalli,1 BHK,1020.0,2.0,49.87,1,4889.21568627451
1760,Devanahalli,2 BHK,1045.0,2.0,48.0,2,4593.301435406698
1761,Devanahalli,3 BHK,1550.0,3.0,85.0,3,5483.870967741936
1763,Devanahalli,2 BHK,1340.0,2.0,65.0,2,4850.746268656716
1764,Devanahalli,3 Bedroom,2125.0,3.0,107.0,3,5035.294117647059
1765,Devanahalli,2 BHK,1230.0,2.0,56.45,2,4589.430894308943
1766,Devanahalli,2 BHK,1360.0,2.0,62.425,2,4590.073529411765
1767,Devanahalli,1 BHK,658.0,1.0,26.91,1,4089.665653495441
1769,Devanahalli,2 BHK,1010.0,2.0,58.0,2,5742.574257425743
1772,Dodda Nekkundi,2 BHK,1260.0,2.0,55.0,2,4365.079365079365
1773,Dodda Nekkundi,2 BHK,850.0,2.0,28.0,2,3294.1176470588234
1774,Dodda Nekkundi,2 BHK,1390.0,2.0,60.0,2,4316.546762589928
1775,Dodda Nekkundi,3 BHK,1804.0,3.0,121.0,3,6707.317073170731
1776,Dodda Nekkundi,2 BHK,1080.0,2.0,50.0,2,4629.62962962963
1777,Dodda Nekkundi,3 BHK,1999.0,3.0,132.0,3,6603.301650825412
1778,Dodda Nekkundi,2 BHK,1100.0,2.0,48.0,2,4363.636363636364
1779,Dodda Nekkundi,3 BHK,1999.0,3.0,135.0,3,6753.376688344172
1780,Dodda Nekkundi,2 BHK,1100.0,2.0,41.15,2,3740.909090909091
1781,Dodda Nekkundi,3 BHK,1252.0,2.0,71.0,3,5670.926517571885
1782,Dodda Nekkundi,2 BHK,1155.0,2.0,46.0,2,3982.683982683983
1783,Dodda Nekkundi,2 BHK,1128.0,2.0,45.0,2,3989.3617021276596
1784,Dodda Nekkundi,2 BHK,1148.0,2.0,56.0,2,4878.048780487805
1786,Dodda Nekkundi,2 BHK,1145.0,2.0,46.5,2,4061.1353711790393
1787,Dodda Nekkundi,3 BHK,1829.0,3.0,125.0,3,6834.3357025697105
1788,Dodda Nekkundi,2 BHK,1100.0,2.0,41.16,2,3741.8181818181815
1789,Dodda Nekkundi,2 BHK,1100.0,2.0,46.75,2,4250.0
1790,Dodda Nekkundi,2 BHK,1315.0,2.0,50.0,2,3802.2813688212927
1791,Dodda Nekkundi,2 BHK,1135.0,2.0,58.0,2,5110.132158590309
1792,Dodda Nekkundi,2 BHK,1100.0,2.0,41.18,2,3743.6363636363635
1793,Dodda Nekkundi,2 BHK,1370.0,2.0,60.0,2,4379.56204379562
1794,Dodda Nekkundi,2 BHK,1200.0,2.0,71.0,2,5916.666666666667
1795,Dodda Nekkundi,3 BHK,1585.0,2.0,79.0,3,4984.22712933754
1796,Dodda Nekkundi,2 BHK,1005.0,2.0,45.0,2,4477.611940298508
1797,Dodda Nekkundi,2 BHK,1264.0,2.0,52.0,2,4113.9240506329115
1798,Doddaballapur,4 BHK,1690.0,3.0,80.0,4,4733.7278106508875
1799,Doddaballapur,4 Bedroom,4200.0,4.0,325.0,4,7738.0952380952385
1800,Doddaballapur,3 Bedroom,3876.0,3.0,300.0,3,7739.938080495356
1801,Doddaballapur,3 Bedroom,2776.0,4.0,195.0,3,7024.495677233429
1802,Doddaballapur,3 Bedroom,2440.0,3.0,142.0,3,5819.672131147541
1803,Doddaballapur,4 Bedroom,2400.0,3.0,200.0,4,8333.333333333334
1804,Doddaballapur,1 BHK,654.0,1.0,49.0,1,7492.354740061162
1805,Doddaballapur,4 Bedroom,3206.0,5.0,270.0,4,8421.70929507174
1806,Doddakallasandra,2 BHK,1010.0,2.0,40.39,2,3999.009900990099
1811,Doddakallasandra,2 BHK,1010.0,2.0,40.39,2,3999.009900990099
1812,Doddakallasandra,2 BHK,1072.0,2.0,42.87,2,3999.0671641791046
1813,Doddakallasandra,2 BHK,1010.0,2.0,40.4,2,4000.0
1814,Doddakallasandra,2 BHK,1010.0,2.0,41.0,2,4059.4059405940593
1815,Doddakallasandra,2 BHK,1072.0,2.0,42.87,2,3999.0671641791046
1816,Doddathoguru,2 BHK,970.0,2.0,33.0,2,3402.061855670103
1817,Doddathoguru,2 BHK,1050.0,2.0,32.0,2,3047.6190476190477
1818,Doddathoguru,2 BHK,850.0,2.0,25.0,2,2941.176470588235
1819,Doddathoguru,2 BHK,1030.0,2.0,42.0,2,4077.669902912621
1820,Doddathoguru,3 BHK,1549.0,3.0,65.0,3,4196.255648805681
1822,Doddathoguru,1 BHK,550.0,1.0,17.0,1,3090.909090909091
1823,Doddathoguru,2 BHK,1015.0,2.0,33.5,2,3300.4926108374384
1824,Doddathoguru,2 BHK,1104.0,2.0,39.0,2,3532.608695652174
1825,Doddathoguru,2 BHK,915.0,2.0,32.0,2,3497.2677595628415
1826,Doddathoguru,1 BHK,750.0,1.0,25.5,1,3400.0
1827,Doddathoguru,3 BHK,1595.0,3.0,62.0,3,3887.1473354231975
1828,Doddathoguru,2 BHK,855.0,2.0,32.0,2,3742.690058479532
1829,Doddathoguru,2 BHK,1105.0,2.0,50.0,2,4524.886877828054
1830,Doddathoguru,2 BHK,925.0,2.0,30.0,2,3243.2432432432433
1832,Doddathoguru,3 BHK,1208.0,3.0,45.0,3,3725.1655629139073
1833,Doddathoguru,2 BHK,1100.0,2.0,50.0,2,4545.454545454545
1834,Doddathoguru,2 BHK,940.0,2.0,32.9,2,3500.0
1835,Doddathoguru,3 BHK,1382.0,3.0,65.0,3,4703.328509406657
1836,Doddathoguru,2 BHK,1107.0,2.0,44.0,2,3974.706413730804
1837,Doddathoguru,2 BHK,907.0,2.0,40.0,2,4410.143329658214
1838,Doddathoguru,3 BHK,1783.0,3.0,85.0,3,4767.246214245653
1839,Doddathoguru,1 BHK,550.0,1.0,17.0,1,3090.909090909091
1840,Domlur,3 BHK,1540.0,3.0,90.0,3,5844.1558441558445
1841,Domlur,3 BHK,1875.0,2.0,150.0,3,8000.0
1842,Domlur,3 BHK,1429.0,3.0,86.0,3,6018.194541637508
1843,Domlur,1 BHK,640.0,1.0,55.0,1,8593.75
1844,Domlur,2 BHK,1050.0,2.0,85.0,2,8095.238095238095
1845,Domlur,3 BHK,1800.0,3.0,150.0,3,8333.333333333334
1846,Domlur,3 BHK,1720.0,3.0,135.0,3,7848.837209302325
1847,Domlur,3 BHK,1950.0,3.0,165.0,3,8461.538461538461
1848,Domlur,3 BHK,2180.0,3.0,285.0,3,13073.394495412844
1849,Domlur,1 BHK,650.0,1.0,70.0,1,10769.23076923077
1850,Domlur,1 BHK,780.0,1.0,70.0,1,8974.358974358975
1851,Domlur,3 BHK,2180.0,3.0,285.0,3,13073.394495412844
1852,Domlur,3 BHK,1740.0,3.0,120.0,3,6896.551724137931
1853,Domlur,3 BHK,1695.0,3.0,125.0,3,7374.6312684365785
1854,Domlur,2 BHK,1246.0,2.0,95.0,2,7624.398073836276
1855,Domlur,3 BHK,2100.0,3.0,145.0,3,6904.761904761905
1856,Domlur,2 BHK,1276.0,2.0,80.0,2,6269.592476489028
1857,Domlur,3 BHK,1850.0,3.0,180.0,3,9729.72972972973
1858,Domlur,3 BHK,2955.0,3.0,235.0,3,7952.622673434857
1859,Domlur,3 BHK,1650.0,3.0,180.0,3,10909.09090909091
1860,Dommasandra,2 BHK,805.0,2.0,22.14,2,2750.3105590062114
1862,Dommasandra,3 BHK,1267.0,3.0,56.0,3,4419.889502762431
1863,Dommasandra,2 BHK,1200.0,2.0,50.0,2,4166.666666666667
1864,Dommasandra,4 Bedroom,2700.0,3.0,68.0,4,2518.5185185185187
1866,Dommasandra,2 BHK,1153.0,2.0,43.5,2,3772.7666955767563
1867,Dommasandra,2 Bedroom,1500.0,2.0,40.0,2,2666.6666666666665
1868,Dommasandra,2 BHK,1090.0,2.0,43.5,2,3990.8256880733943
1869,Dommasandra,2 BHK,850.0,2.0,25.4,2,2988.235294117647
1870,Dommasandra,2 BHK,674.0,1.0,19.9,2,2952.522255192878
1871,Dommasandra,2 BHK,999.0,2.0,32.9,2,3293.293293293293
1873,EPIP Zone,2 BHK,1285.0,2.0,82.0,2,6381.322957198444
1874,EPIP Zone,3 BHK,2330.0,3.0,162.0,3,6952.789699570815
1875,EPIP Zone,2 BHK,1330.0,2.0,92.5,2,6954.887218045113
1876,EPIP Zone,2 BHK,1330.0,2.0,86.98,2,6539.849624060151
1877,EPIP Zone,2 BHK,1330.0,2.0,93.36,2,7019.548872180451
1879,EPIP Zone,3 BHK,1500.0,3.0,102.0,3,6800.0
1880,EPIP Zone,2 BHK,1280.0,2.0,69.0,2,5390.625
1881,EPIP Zone,2 BHK,1125.0,2.0,65.0,2,5777.777777777777
1882,EPIP Zone,3 BHK,1734.0,3.0,125.0,3,7208.76585928489
1884,EPIP Zone,2 BHK,1343.0,2.0,86.0,2,6403.574087862993
1885,EPIP Zone,3 BHK,2350.0,4.0,163.0,3,6936.170212765957
1886,EPIP Zone,3 BHK,1860.0,3.0,130.0,3,6989.247311827957
1887,EPIP Zone,3 BHK,2210.0,3.0,165.0,3,7466.06334841629
1888,EPIP Zone,3 BHK,2710.0,3.0,177.0,3,6531.365313653137
1891,Electronic City,3 BHK,1025.0,2.0,47.0,3,4585.365853658536
1894,Electronic City,3 BHK,1500.0,2.0,64.5,3,4300.0
1895,Electronic City,2 BHK,1060.0,2.0,60.0,2,5660.377358490566
1896,Electronic City,2 BHK,1152.0,2.0,64.5,2,5598.958333333333
1898,Electronic City,2 BHK,770.0,1.0,36.0,2,4675.324675324675
1899,Electronic City,2 BHK,1070.0,2.0,52.0,2,4859.813084112149
1900,Electronic City,2 BHK,1025.0,2.0,46.0,2,4487.804878048781
1901,Electronic City,1 BHK,589.0,1.0,27.0,1,4584.040747028863
1903,Electronic City,2 BHK,910.0,2.0,40.0,2,4395.604395604396
1904,Electronic City,2 BHK,1108.0,2.0,63.0,2,5685.9205776173285
1905,Electronic City,2 BHK,1128.0,2.0,65.0,2,5762.41134751773
1906,Electronic City,3 BHK,1800.0,3.0,95.0,3,5277.777777777777
1907,Electronic City,1 BHK,630.0,1.0,34.65,1,5500.0
1908,Electronic City,2 BHK,1128.0,2.0,63.0,2,5585.106382978724
1909,Electronic City,3 BHK,1599.0,3.0,99.0,3,6191.369606003753
1912,Electronic City,2 BHK,1070.0,2.0,55.0,2,5140.186915887851
1913,Electronic City,2 BHK,940.0,2.0,41.0,2,4361.702127659574
1915,Electronic City,2 BHK,1128.0,2.0,68.75,2,6094.858156028369
1916,Electronic City,2 BHK,1342.0,2.0,73.3,2,5461.997019374068
1917,Electronic City,3 BHK,1360.0,2.0,71.0,3,5220.588235294118
1919,Electronic City,2 BHK,1265.0,2.0,56.93,2,4500.395256916996
1920,Electronic City,3 BHK,1691.0,2.0,102.0,3,6031.933767001774
1921,Electronic City,2 BHK,1128.0,2.0,65.49,2,5805.851063829787
1924,Electronic City,2 BHK,1070.0,2.0,56.1,2,5242.990654205608
1925,Electronic City,4 Bedroom,2000.0,4.0,120.0,4,6000.0
1926,Electronic City,2 BHK,890.0,2.0,45.0,2,5056.179775280899
1927,Electronic City,2 BHK,1128.0,2.0,65.65,2,5820.035460992909
1928,Electronic City,2 BHK,865.0,2.0,42.0,2,4855.491329479769
1930,Electronic City,2 BHK,910.0,2.0,42.0,2,4615.384615384615
1932,Electronic City,3 BHK,1360.0,2.0,75.0,3,5514.705882352941
1933,Electronic City,2 BHK,770.0,1.0,40.0,2,5194.805194805195
1934,Electronic City,2 BHK,1128.0,2.0,64.0,2,5673.758865248227
1935,Electronic City,2 BHK,1070.0,2.0,54.0,2,5046.728971962617
1937,Electronic City,3 BHK,1571.0,3.0,89.0,3,5665.1814131126675
1938,Electronic City,3 BHK,1111.0,3.0,50.0,3,4500.450045004501
1939,Electronic City,2 BHK,870.0,2.0,39.5,2,4540.229885057472
1941,Electronic City,3 BHK,1374.0,2.0,72.0,3,5240.174672489083
1943,Electronic City,2 BHK,1128.0,2.0,65.35,2,5793.439716312056
1944,Electronic City,2 BHK,1128.0,2.0,65.0,2,5762.41134751773
1945,Electronic City,2 BHK,755.0,1.0,34.0,2,4503.311258278146
1949,Electronic City,3 BHK,1563.0,3.0,91.84,3,5875.879718490083
1950,Electronic City,3 BHK,1652.0,3.0,70.0,3,4237.28813559322
1952,Electronic City,2 BHK,1025.0,2.0,54.5,2,5317.073170731707
1953,Electronic City,2 BHK,1070.0,2.0,46.0,2,4299.065420560748
1954,Electronic City,3 BHK,1350.0,3.0,58.0,3,4296.2962962962965
1957,Electronic City,3 BHK,1700.0,3.0,75.0,3,4411.764705882353
1959,Electronic City,2 BHK,1128.0,2.0,68.0,2,6028.368794326241
1960,Electronic City,1 BHK,700.0,1.0,35.0,1,5000.0
1961,Electronic City,3 BHK,1360.0,2.0,70.5,3,5183.823529411765
1963,Electronic City,3 BHK,1571.0,3.0,105.0,3,6683.64099299809
1967,Electronic City,3 BHK,1600.0,3.0,104.0,3,6500.0
1969,Electronic City,3 BHK,1500.0,2.0,100.0,3,6666.666666666667
1973,Electronic City,2 BHK,1152.0,2.0,65.0,2,5642.361111111111
1974,Electronic City,2 BHK,1070.0,2.0,60.0,2,5607.476635514019
1975,Electronic City,2 BHK,1128.0,2.0,65.5,2,5806.737588652482
1976,Electronic City,2 BHK,1200.0,2.0,59.0,2,4916.666666666667
1977,Electronic City,2 BHK,1152.0,2.0,65.75,2,5707.465277777777
1979,Electronic City,2 BHK,1070.0,2.0,55.0,2,5140.186915887851
1980,Electronic City,2 BHK,1060.0,2.0,58.0,2,5471.698113207547
1981,Electronic City,2 BHK,1025.0,2.0,54.1,2,5278.048780487805
1986,Electronic City,3 BHK,1500.0,2.0,78.0,3,5200.0
1987,Electronic City,2 BHK,1213.0,2.0,59.32,2,4890.35449299258
1988,Electronic City,3 BHK,1575.0,3.0,90.0,3,5714.285714285715
1989,Electronic City,3 BHK,1449.0,3.0,100.0,3,6901.311249137336
1991,Electronic City,2 BHK,1125.0,2.0,58.0,2,5155.555555555556
1993,Electronic City,3 BHK,1575.0,3.0,101.0,3,6412.6984126984125
1995,Electronic City,1 BHK,550.0,1.0,12.0,1,2181.818181818182
1996,Electronic City,2 BHK,919.0,2.0,40.0,2,4352.557127312296
1997,Electronic City,3 BHK,1500.0,2.0,78.25,3,5216.666666666667
1998,Electronic City,2 BHK,1363.0,2.0,79.0,2,5796.038151137197
2001,Electronic City,2 BHK,1108.0,2.0,67.15,2,6060.469314079423
2003,Electronic City,2 BHK,1128.0,2.0,65.7,2,5824.468085106383
2005,Electronic City,2 BHK,1060.0,2.0,51.0,2,4811.320754716981
